-0.106600	0.046400	-0.060400	-0.982327	0.186741	0.013541
-0.102000	0.063100	-0.025600	-0.959313	0.282039	-0.012738
-0.108500	0.030200	-0.026600	-0.995417	0.095198	-0.002369
-0.109900	0.013100	-0.062700	-0.999748	0.021179	0.012336
-0.107400	0.032900	0.008000	-0.993444	0.101232	0.051711
-0.098900	0.040300	0.041300	-0.925278	0.150406	0.348357
-0.101100	0.004400	0.040800	-0.935185	-0.043652	0.351425
-0.108300	-0.001100	0.007100	-0.994128	-0.084486	0.067840
-0.086100	0.098800	0.009000	-0.874557	0.476844	0.087815
-0.088700	0.075700	0.041200	-0.859515	0.352093	0.370525
-0.070200	0.075800	0.070700	-0.705812	0.311381	0.636365
-0.100300	0.065900	0.008100	-0.955274	0.287286	0.070128
-0.080800	0.041300	0.072000	-0.754555	0.136248	0.642060
-0.052600	0.040600	0.095200	-0.481052	0.148836	0.863970
-0.053700	0.005900	0.096900	-0.491545	-0.027584	0.870315
-0.082900	0.006200	0.072800	-0.761025	-0.058434	0.646141
-0.063700	0.125400	0.013600	-0.620977	0.767600	0.158243
-0.033200	0.139700	0.017400	-0.289929	0.934585	0.206334
-0.033700	0.127400	0.048500	-0.267349	0.843497	0.465907
-0.067200	0.108900	0.044300	-0.683055	0.619959	0.385932
-0.035800	0.104800	0.075000	-0.297665	0.605960	0.737679
0.000100	0.077500	0.096700	0.000342	0.397400	0.917700
-0.018400	0.044000	0.106300	-0.140168	0.179038	0.973764
-0.036800	0.075300	0.092200	-0.308609	0.413957	0.856370
-0.018500	0.010500	0.109600	-0.140337	-0.013211	0.989982
0.018600	0.010500	0.109600	0.149560	0.040175	0.987921
0.018600	-0.023300	0.105900	0.155461	-0.241887	0.957812
-0.018500	-0.023700	0.105800	-0.112406	-0.243839	0.963246
0.000100	0.144500	0.018700	-0.012415	0.967712	0.251681
0.000100	0.131600	0.050000	0.000680	0.866500	0.499200
0.033100	0.139700	0.017300	0.263489	0.937690	0.226809
0.063800	0.125300	0.013500	0.609617	0.776765	0.158398
0.067100	0.108800	0.044400	0.682690	0.619790	0.387165
0.033800	0.127300	0.048600	0.269035	0.843204	0.465498
0.000100	0.109300	0.077100	-0.022193	0.650620	0.759175
0.035800	0.104800	0.075000	0.265951	0.615754	0.741807
0.036800	0.075200	0.092300	0.307852	0.413573	0.856774
0.018400	0.044200	0.106200	0.116010	0.200417	0.972825
0.052500	0.040600	0.095300	0.479392	0.148493	0.864922
0.080900	0.041300	0.072100	0.745525	0.181294	0.641196
0.082800	0.006100	0.072800	0.763864	-0.015062	0.645257
0.053500	0.006200	0.097000	0.489898	-0.026011	0.871379
0.086200	0.098600	0.008900	0.863624	0.494010	0.100830
0.100300	0.066000	0.008200	0.946559	0.314339	0.072670
0.088700	0.075700	0.041200	0.859343	0.352293	0.370748
0.069900	0.075800	0.070900	0.665937	0.358092	0.654526
0.098900	0.040400	0.041300	0.925222	0.150764	0.348290
0.107400	0.032900	0.008100	0.989601	0.129134	0.063548
0.108300	-0.001100	0.006800	0.996903	-0.060063	0.050947
0.101000	0.004400	0.041000	0.934864	-0.043754	0.352358
0.102000	0.063000	-0.026000	0.959622	0.281205	-0.012740
0.106500	0.046900	-0.060000	0.983639	0.179608	0.013296
0.109800	0.013100	-0.062200	0.999845	0.012747	0.012455
0.108300	0.030100	-0.026200	0.995297	0.095839	-0.009461
-0.108800	-0.003200	-0.028400	-0.996541	-0.080296	-0.020597
-0.101700	-0.036000	-0.028100	-0.939657	-0.340945	-0.027686
-0.095100	-0.052400	-0.062300	-0.884904	-0.465554	0.012642
-0.106800	-0.020500	-0.062500	-0.979324	-0.201844	0.012859
-0.101700	-0.033900	0.005600	-0.937793	-0.338974	0.075067
-0.095200	-0.030800	0.039100	-0.893840	-0.307042	0.326728
-0.078100	-0.062800	0.039400	-0.758414	-0.561944	0.330256
-0.086600	-0.064000	0.005500	-0.819153	-0.568259	0.077459
-0.075800	-0.079700	-0.062100	-0.734873	-0.678109	0.010376
-0.086100	-0.066000	-0.028200	-0.820648	-0.570980	-0.024085
-0.063200	-0.090500	-0.027800	-0.589913	-0.807001	-0.028415
-0.048900	-0.099400	-0.062100	-0.444236	-0.895874	0.012332
-0.078600	-0.028700	0.069600	-0.746157	-0.285686	0.601447
-0.051800	-0.027700	0.092700	-0.499878	-0.256103	0.827399
-0.018100	-0.054200	0.092300	-0.129065	-0.539737	0.831935
-0.055200	-0.062700	0.070700	-0.485829	-0.605689	0.630130
-0.051300	-0.086100	0.039700	-0.448705	-0.827072	0.338441
-0.033500	-0.103300	0.006200	-0.278852	-0.948675	0.149227
-0.033100	-0.105100	-0.027800	-0.308408	-0.950963	-0.023745
-0.063600	-0.088400	0.006000	-0.583312	-0.805143	0.107255
-0.018600	-0.080100	0.069000	-0.120069	-0.777041	0.617921
0.018600	-0.080200	0.068900	0.163347	-0.774068	0.611719
0.016900	-0.097200	0.039700	0.140881	-0.918688	0.369152
-0.017000	-0.097200	0.039700	-0.141267	-0.918145	0.370106
0.000000	-0.108600	0.007000	0.020715	-0.985540	0.168371
0.000000	-0.110600	-0.027500	-0.000400	-0.999200	-0.040700
0.017000	-0.109800	-0.061800	0.169404	-0.985467	0.012203
-0.017100	-0.109800	-0.061900	-0.184937	-0.982638	0.013136
0.051700	-0.027600	0.092800	0.498820	-0.255018	0.828297
0.078600	-0.028400	0.069800	0.745881	-0.253412	0.615898
0.055300	-0.062800	0.070600	0.529761	-0.578920	0.619796
0.018200	-0.054200	0.092200	0.129746	-0.539803	0.831706
0.051300	-0.086100	0.039700	0.448244	-0.827360	0.338622
0.063700	-0.088400	0.006200	0.599127	-0.795485	0.090881
0.033000	-0.105100	-0.027700	0.307875	-0.951130	-0.023677
0.033300	-0.103400	0.006300	0.315583	-0.939949	0.130098
0.095200	-0.030600	0.039200	0.894117	-0.305398	0.327489
0.101700	-0.033800	0.005800	0.947126	-0.312788	0.071643
0.086600	-0.063900	0.005600	0.833435	-0.547483	0.074826
0.078100	-0.062900	0.039400	0.757798	-0.563187	0.329687
0.063000	-0.090600	-0.027600	0.588757	-0.807821	-0.028376
0.086100	-0.066100	-0.028000	0.820380	-0.571254	-0.024165
0.075700	-0.079800	-0.062000	0.722916	-0.690860	0.010961
0.048800	-0.099400	-0.062100	0.429621	-0.903014	0.011048
0.108700	-0.003300	-0.028000	0.996532	-0.080951	-0.020708
0.106800	-0.020600	-0.062100	0.976343	-0.215775	0.011820
0.095100	-0.052400	-0.062000	0.879009	-0.476686	0.011789
0.101700	-0.036100	-0.027800	0.939449	-0.341469	-0.027844
